Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited_CrossRef,Downloads_Xplore,Award,GraphicsReplicabilityStamp,ArticleNumber,MediaPath,NumFigures
VIS,2024,Bavisitter: Integrating Design Guidelines into Large Language Models for Visualization Authoring,10.1109/VIS55277.2024.00032,http://dx.doi.org/10.1109/VIS55277.2024.00032,121,125,C,"Large Language Models (LLMs) have demonstrated remarkable versatility in visualization authoring, but often generate suboptimal designs that are invalid or fail to adhere to design guidelines for effective visualization. We present Bavisitter, a natural language interface that integrates established visualization design guidelines into LLMs. Based on our survey on the design issues in LLM-generated visualizations, Bavisitter monitors the generated visualizations during a visualization authoring dialogue to detect an issue. When an issue is detected, it intervenes in the dialogue, suggesting possible solutions to the issue by modifying the prompts. We also demonstrate two use cases where Bavisitter detects and resolves design issues from the actual LLM-generated visualizations.",Jiwon Choi;Jaeung Lee;Jaemin Jo,Jiwon Choi;Jaeung Lee;Jaemin Jo,Sungkyunkwan University;Sungkyunkwan University;Sungkyunkwan University,,"Automated Visualization,Visualization Tools,Large Language Model",,,34,,,,10771142,/mediastore/IEEE/content/media/10770856/10771079/10771142,4
VIS,2024,Exploring the Capability of LLMs in Performing Low-Level Visual Analytic Tasks on SVG Data Visualizations,10.1109/VIS55277.2024.00033,http://dx.doi.org/10.1109/VIS55277.2024.00033,126,130,C,"Data visualizations help extract insights from datasets, but reaching these insights requires decomposing high level goals into low-level analytic tasks that can be complex due to varying degrees of data literacy and visualization experience. Recent advancements in large language models (LLMs) have shown promise for lowering barriers for users to achieve tasks such as writing code and may likewise facilitate visualization insight. Scalable Vector Graphics (SVG), a text-based image format common in data visualizations, matches well with the text sequence processing of transformer-based LLMs. In this paper, we explore the capability of LLMs to perform 10 low-level visual analytic tasks defined by Amar, Eagan, and Stasko directly on SVG-based visualizations [2]. Using zero-shot prompts, we instruct the models to provide responses or modify the SVG code based on given visualizations. Our findings demonstrate that LLMs can effectively modify existing SVG visualizations for some tasks like Cluster but perform poorly on tasks requiring mathematical operations like Compute Derived Value. We also discovered that LLM performance can vary based on factors such as the number of data points, the presence of value labels, and the chart type. Our findings contribute to gauging the general capabilities of LLMs and highlight the need for further exploration and development to fully harness their potential in supporting visual analytic tasks.",Zhongzheng Xu;Emily Wall,Zhongzheng Xu;Emily Wall,Brown University;Emory University,,"Data Visualization,Large Language Models (LLMs),Visual Analytics Tasks,Scalable Vector Graphics (SVG)",,,41,,,,10771094,/mediastore/IEEE/content/media/10770856/10771079/10771094,3
VIS,2024,On Combined Visual Cluster and Set Analysis,10.1109/VIS55277.2024.00034,http://dx.doi.org/10.1109/VIS55277.2024.00034,131,135,C,"Real-world datasets often consist of quantitative and categorical variables. The analyst needs to focus on either kind separately or both jointly. We proposed a visualization technique tackling these challenges that supports visual cluster and set analysis. In this paper, we investigate how its visualization parameters affect the accuracy and speed of cluster and set analysis tasks in a controlled experiment. Our findings show that, with the proper settings, our visualization can support both task types well. However, we did not find settings suitable for the joint task, which provides opportunities for future research.",Nikolaus Piccolotto;Markus Wallinger;Silvia Miksch;Markus Bögl,Nikolaus Piccolotto;Markus Wallinger;Silvia Miksch;Markus Bögl,TU Wien;TU Wien;TU Wien;TU Wien,,"Visual cluster analysis,set visualization",,,26,,,,10771119,/mediastore/IEEE/content/media/10770856/10771079/10771119,2
VIS,2024,An Overview+Detail Layout for Visualizing Compound Graphs,10.1109/VIS55277.2024.00035,http://dx.doi.org/10.1109/VIS55277.2024.00035,136,140,C,"Compound graphs are networks in which vertices can be grouped into larger subsets, with these subsets capable of further grouping, resulting in a nesting that can be many levels deep. In several applications, including biological workflows, chemical equations, and computational data flow analysis, these graphs often exhibit a tree-like nesting structure, where sibling clusters are disjoint. Common compound graph layouts prioritize the lowest level of the grouping, down to the individual ungrouped vertices, which can make the higher level grouped structures more difficult to discern, especially in deeply nested networks. Leveraging the additional structure of the tree-like nesting, we contribute an overview+detail layout for this class of compound graphs that preserves the saliency of the higher level network structure when groups are expanded to show internal nested structure. Our layout draws inner structures adjacent to their parents, using a modified tree layout to place substructures. We describe our algorithm and then present case studies demonstrating the layout's utility to a domain expert working on data flow analysis. Finally, we discuss network parameters and analysis situations in which our layout is well suited.",Chang Han;Justin Lieffers;Clayton Morrison;Katherine E. Isaacs,Chang Han;Justin Lieffers;Clayton Morrison;Katherine E. Isaacs,The University of Utah;The University of Arizona;Lum AI;The University of Utah,,"compound graphs,network layout,graph drawing,ntework visualization,graph visualization",,,26,,,,10771154,/mediastore/IEEE/content/media/10770856/10771079/10771154,7
VIS,2024,Improving Property Graph Layouts by Leveraging Attribute Similarity for Structurally Equivalent Nodes,10.1109/VIS55277.2024.00036,http://dx.doi.org/10.1109/VIS55277.2024.00036,141,145,C,"Many real-world networks contain structurally-equivalent nodes. These are defined as vertices that share the same set of neighboring nodes, making them interchangeable with a traditional graph layout approach. However, many real-world graphs also have properties associated with nodes, adding additional meaning to them. We present an approach for swapping locations of structurally-equivalent nodes in graph layout so that those with more similar properties have closer proximity to each other. This improves the usefulness of the visualization from an attribute perspective without negatively impacting the visualization from a structural perspective. We include an algorithm for finding these sets of nodes in linear time, as well as methodologies for ordering nodes based on their attribute similarity, which works for scalar, ordinal, multidimensional, and categorical data.",Patrick Mackey;Jacob Miller;Liz Faultersack,Patrick Mackey;Jacob Miller;Liz Faultersack,Pacific Northwest National Laboratory;Pacific Northwest National Laboratory & University of Arizona;Pacific Northwest National Laboratory,,"graph drawing,network visualization,property graphs,attributed networks",,,17,,,,10771124,/mediastore/IEEE/content/media/10770856/10771079/10771124,7
VIS,2024,"Fields, Bridges, and Foundations: How Researchers Browse Citation Network Visualizations",10.1109/VIS55277.2024.00037,http://dx.doi.org/10.1109/VIS55277.2024.00037,146,150,C,"Visualizing citation relations with network structures is widely used, but the visual complexity can make it challenging for individual researchers trying to navigate them. We collected data from 18 researchers with an interface that we designed using network simplification methods and analyzed how users browsed and identified important papers. Our analysis reveals six major patterns used for identifying papers of interest, which can be categorized into three key components: Fields, Bridges, and Foundations, each viewed from two distinct perspectives: layout-oriented and connection-oriented. The connection-oriented approach was found to be more reliable for selecting relevant papers, but the layout-oriented method was adopted more often, even though it led to unexpected results and user frustration. Our findings emphasize the importance of integrating these components and the necessity to balance visual layouts with meaningful connections to enhance the effectiveness of citation networks in academic browsing systems.",Kiroong Choe;Eunhye Kim;Sangwon Park;Jinwook Seo,Kiroong Choe;Eunhye Kim;Sangwon Park;Jinwook Seo,Seoul National University;Seoul National University;Seoul National University;Seoul National University,,"Literature search,network visualization",,,23,,,,10771118,/mediastore/IEEE/content/media/10770856/10771079/10771118,5
VIS,2024,Feature Clock: High-Dimensional Effects in Two-Dimensional Plots,10.1109/VIS55277.2024.00038,http://dx.doi.org/10.1109/VIS55277.2024.00038,151,155,C,"Humans struggle to perceive and interpret high-dimensional data. Therefore, high-dimensional data are often projected into two dimensions for visualization. Many applications benefit from complex nonlinear dimensionality reduction techniques, but the effects of individual high-dimensional features are hard to explain in the two-dimensional space. Most visualization solutions use multiple two-dimensional plots, each showing the effect of one high-dimensional feature in two dimensions; this approach creates a need for a visual inspection of k plots for a k-dimensional input space. Our solution, Feature Clock, provides a novel approach that reduces the need to inspect these k plots to grasp the influence of original features on the data structure depicted in two dimensions. Feature Clock enhances the explainability and compactness of visualizations of embedded data and is available in an open-source Python library1.",Olga Ovcharenko;Rita Sevastjanova;Valentina Boeva,Olga Ovcharenko;Rita Sevastjanova;Valentina Boeva,ETH Zürich;ETH Zürich;ETH Zürich,,"High-dimensional data,nonlinear dimensionality reduction,feature importance,visualization",,,34,,,,10771082,/mediastore/IEEE/content/media/10770856/10771079/10771082,6
VIS,2024,Uniform Sample Distribution in Scatterplots via Sector-based Transformation,10.1109/VIS55277.2024.00039,http://dx.doi.org/10.1109/VIS55277.2024.00039,156,160,C,"A high number of samples often leads to occlusion in scatter-plots, which hinders data perception and analysis. De-cluttering approaches based on spatial transformation reduce visual clutter by remapping samples using the entire available scatterplot domain. Such regularized scatterplots may still be used for data analysis tasks, if the spatial transformation is smooth and preserves the original neighborhood relations of samples. Recently, Rave et al. [21] proposed an efficient regularization method based on integral images. We propose a generalization of their regularization scheme using sector-based transformations with the aim of increasing sample uniformity of the resulting scatterplot. We document the improvement of our approach using various uniformity measures.",Hennes Rave;Vladimir Molchanov;Lars Linsen,Hennes Rave;Vladimir Molchanov;Lars Linsen,"University of Münster, Germany;University of Münster, Germany;University of Münster, Germany",,"Scatterplot de-cluttering,spatial transformation",,,28,,,,10771106,/mediastore/IEEE/content/media/10770856/10771079/10771106,7
VIS,2024,GhostUMAP: Measuring Pointwise Instability in Dimensionality Reduction,10.1109/VIS55277.2024.00040,http://dx.doi.org/10.1109/VIS55277.2024.00040,161,165,C,"Although many dimensionality reduction (DR) techniques employ stochastic methods for computational efficiency, such as negative sampling or stochastic gradient descent, their impact on the projection has been underexplored. In this work, we investigate how such stochasticity affects the stability of projections and present a novel DR technique, GhostUMAP, to measure the pointwise instability of projections. Our idea is to introduce clones of data points, ""ghosts"", into UMAP’s layout optimization process. Ghosts are designed to be completely passive: they do not affect any others but are influenced by attractive and repulsive forces from the original data points. After a single optimization run, GhostUMAP can capture the projection instability of data points by measuring the variance with the projected positions of their ghosts. We also present a successive halving technique to reduce the computation of GhostUMAP. Our results suggest that Ghost-UMAP can reveal unstable data points with a reasonable computational overhead.",Myeongwon Jung;Takanori Fujiwara;Jaemin Jo,Myeongwon Jung;Takanori Fujiwara;Jaemin Jo,Sungkyunkwan University;Linköping University;Sungkyunkwan University,,Dimensionality Reduction,,,26,,,,10771096,/mediastore/IEEE/content/media/10770856/10771079/10771096,3
VIS,2024,"Use-Coordination: Model, Grammar, and Library for Implementation of Coordinated Multiple Views",10.1109/VIS55277.2024.00041,http://dx.doi.org/10.1109/VIS55277.2024.00041,166,170,C,"Coordinated multiple views (CMV) in a visual analytics system can help users explore multiple data representations simultaneously with linked interactions. However, the implementation of coordinated multiple views can be challenging. Without standard software libraries, visualization designers need to re-implement CMV during the development of each system. We introduce use-coordination, a grammar and software library that supports the efficient implementation of CMV. The grammar defines a JSON-based representation for an abstract coordination model from the information visualization literature. We contribute an optional extension to the model and grammar that allows for hierarchical coordination. Through three use cases, we show that use-coordinationenables implementation of CMV in systems containing not only basic statistical charts but also more complex visualizations such as medical imaging volumes. We describe six software extensions, including a graphical editor for manipulation of coordination, which showcase the potential to build upon our coordination-focused declarative approach. The software is open-source and available at https://use-coordination.dev.",Mark S. Keller;Trevor Manz;Nils Gehlenborg,Mark S. Keller;Trevor Manz;Nils Gehlenborg,Harvard Medical School;Harvard Medical School;Harvard Medical School,,"Visualization toolkits,visual analytics,domain specific languages",,,29,,,,10771108,/mediastore/IEEE/content/media/10770856/10771079/10771108,3
VIS,2024,Accelerating Transfer Function Update for Distance Map based Volume Rendering,10.1109/VIS55277.2024.00042,http://dx.doi.org/10.1109/VIS55277.2024.00042,171,175,C,"Direct volume rendering using ray-casting is widely used in practice. By using GPUs and applying acceleration techniques as empty space skipping, high frame rates are possible on modern hardware. This enables performance-critical use-cases such as virtual reality volume rendering. The currently fastest known technique uses volumetric distance maps to skip empty sections of the volume during ray-casting but requires the distance map to be updated per transfer function change. In this paper, we demonstrate a technique for subdividing the volume intensity range into partitions and deriving what we call partitioned distance maps. These can be used to accelerate the distance map computation for a newly changed transfer function by a factor up to 30. This allows the currently fastest known empty space skipping approach to be used while maintaining high frame rates even when the transfer function is changed frequently.",Michael Rauter;Lukas Zimmermann;Markus Zeilinger,Michael Rauter;Lukas Zimmermann;Markus Zeilinger,"Competence Center for Preclinical Imaging and Biomedical Engineering, Faculty of Health, University of Applied Sciences Wiener Neustadt, Austria;Department of Radiation Oncology, Medical University of Vienna, Austria;Competence Center for Preclinical Imaging and Biomedical Engineering, Faculty of Health, University of Applied Sciences Wiener Neustadt, Austria",,"Computing methodologies,Computer graphics,Rendering,Theory of computation,Design and analysis of algorithms,Data structures design and analysis",,,22,,,,10771087,/mediastore/IEEE/content/media/10770856/10771079/10771087,5
VIS,2024,A Ridge-based Approach for Extraction and Visualization of 3D Atmospheric Fronts,10.1109/VIS55277.2024.00043,http://dx.doi.org/10.1109/VIS55277.2024.00043,176,180,C,"An atmospheric front is an imaginary surface that separates two distinct air masses and is commonly defined as the warm-air side of a frontal zone with high gradients of atmospheric temperature and humidity (Fig. 1, left). These fronts are a widely used conceptual model in meteorology, which are often encountered in the literature as two-dimensional (2D) front lines on surface analysis charts. This paper presents a method for computing three-dimensional (3D) atmospheric fronts as surfaces that is capable of extracting continuous and well-confined features suitable for 3D visual analysis, spatiotemporal tracking, and statistical analyses (Fig. 1, middle, right). Recently developed contour-based methods for 3D front extraction rely on computing the third derivative of a moist potential temperature field. Additionally, they require the field to be smoothed to obtain continuous large-scale structures. This paper demonstrates the feasibility of an alternative method to front extraction using ridge surface computation. The proposed method requires only the second derivative of the input field and produces accurate structures even from unsmoothed data. An application of the ridge-based method to a data set corresponding to Cyclone Friederike demonstrates its benefits and utility towards visual analysis of the full 3D structure of fronts.",Anne Gossing;Andreas Beckert;Christoph Fischer;Nicolas Klenert;Vijay Natarajan;George Pacey;Thorwin Vogt;Marc Rautenhaus;Daniel Baum,Anne Gossing;Andreas Beckert;Christoph Fischer;Nicolas Klenert;Vijay Natarajan;George Pacey;Thorwin Vogt;Marc Rautenhaus;Daniel Baum,Zuse Institute Berlin;Universität Hamburg;Universität Hamburg;Zuse Institute Berlin;Indian Institute of Science Bangalore & Zuse Institute Berlin;Freie Universität Berlin;Universität Hamburg;Universität Hamburg;Zuse Institute Berlin,,"Atmospheric front,ridge surface,visual analysis",,,26,,,,10771101,/mediastore/IEEE/content/media/10770856/10771079/10771101,5
VIS,2024,Investigating the Apple Vision Pro Spatial Computing Platform for GPU-Based Volume Visualization,10.1109/VIS55277.2024.00044,http://dx.doi.org/10.1109/VIS55277.2024.00044,181,185,C,"In this paper, we analyze the Apple Vision Pro hardware and the visionOS software platform, assessing their capabilities for volume rendering of structured grids—a prevalent technique across various applications. The Apple Vision Pro supports multiple display modes, from classical augmented reality (AR) using video see-through technology to immersive virtual reality (VR) environments that exclusively render virtual objects. These modes utilize different APIs and exhibit distinct capabilities. Our focus is on direct volume rendering, selected for its implementation challenges due to the native graphics APIs being predominantly oriented towards surface shading. Volume rendering is particularly vital in fields where AR and VR visualizations offer substantial benefits, such as in medicine and manufacturing. Despite its initial high cost, we anticipate that the Vision Pro will become more accessible and affordable over time, following Apple’s track record of market expansion. As these devices become more prevalent, understanding how to effectively program and utilize them becomes increasingly important, offering significant opportunities for innovation and practical applications in various sectors.",Camilla Hrycak;David Lewakis;Jens Krüger,Camilla Hrycak;David Lewakis;Jens Krüger,University of Duisburg-Essen;University of Duisburg-Essen;University of Duisburg-Essen,,"Apple Vision Pro,Volume Rendering,Virtual Reality,Augmented Reality",,,34,,,,10771092,/mediastore/IEEE/content/media/10770856/10771079/10771092,2
VIS,2024,A Comparative Study of Neural Surface Reconstruction for Scientific Visualization,10.1109/VIS55277.2024.00045,http://dx.doi.org/10.1109/VIS55277.2024.00045,186,190,C,"This comparative study evaluates various neural surface reconstruction methods, particularly focusing on their implications for scientific visualization through reconstructing 3D surfaces via multi-view rendering images. We categorize ten methods into neural radiance fields and neural implicit surfaces, uncovering the benefits of leveraging distance functions (i.e., SDFs and UDFs) to enhance the accuracy and smoothness of the reconstructed surfaces. Our findings highlight the efficiency and quality of NeuS2 for reconstructing closed surfaces and identify NeUDF as a promising candidate for reconstructing open surfaces despite some limitations. By sharing our benchmark dataset, we invite researchers to test the performance of their methods, contributing to the advancement of surface reconstruction solutions for scientific visualization.",Siyuan Yao;Weixi Song;Chaoli Wang,Siyuan Yao;Weixi Song;Chaoli Wang,University of Notre Dame;Wuhan University;University of Notre Dame,,"machine learning techniques,datasets",,,41,,,,10771132,/mediastore/IEEE/content/media/10770856/10771079/10771132,4
VIS,2024,Visualization of 2D Scalar Field Ensembles Using Volume Visualization of the Empirical Distribution Function,10.1109/VIS55277.2024.00046,http://dx.doi.org/10.1109/VIS55277.2024.00046,191,195,C,"Analyzing uncertainty in spatial data is a vital task in many domains, as for example with climate and weather simulation ensembles. Although many methods support the analysis of uncertain 2D data, such as uncertain isocontours or overlaying of statistical information on plots of the actual data, it is still a challenge to get a more detailed overview of 2D data together with its statistical properties. We present cumulative height fields, a visualization method for 2D scalar field ensembles using the marginal empirical distribution function and show preliminary results using volume rendering and slicing for the Max Planck Institute Grand Ensemble.",Tomas Daetz;Michael Böttinger;Gerik Scheuermann;Christian Heine,Tomas Daetz;Michael Böttinger;Gerik Scheuermann;Christian Heine,Leipzig University;German Climate Computing Center;Leipzig University;Leipzig University,,"Scalar field visualization,ensemble visualization,volume rendering,nonparametric statistics",,,33,,,,10771103,/mediastore/IEEE/content/media/10770856/10771079/10771103,4
VIS,2024,Text-based transfer function design for semantic volume rendering,10.1109/VIS55277.2024.00047,http://dx.doi.org/10.1109/VIS55277.2024.00047,196,200,C,"Transfer function design is crucial in volume rendering, as it directly influences the visual representation and interpretation of volumetric data. However, creating effective transfer functions that align with users’ visual objectives is often challenging due to the complex parameter space and the semantic gap between transfer function values and features of interest within the volume. In this work, we propose a novel approach that leverages recent advancements in language-vision models to bridge this semantic gap. By employing a fully differentiable rendering pipeline and an image-based loss function guided by language descriptions, our method generates transfer functions that yield volume-rendered images closely matching the user’s intent. We demonstrate the effectiveness of our approach in creating meaningful transfer functions from simple descriptions, empowering users to intuitively express their desired visual outcomes with minimal effort. This advancement streamlines the transfer function design process and makes volume rendering more accessible to a wider range of users.",Sangwon Jeong;Jixian Li;Chris R. Johnson;Shusen Liu;Matthew Berger,Sangwon Jeong;Jixian Li;Chris R. Johnson;Shusen Liu;Matthew Berger,"Vanderbilt University;SCI Institute, University of Utah;SCI Institute, University of Utah;Lawrence Livermore National Laboratory;Vanderbilt University",,"Transfer function design,vision-language model",,,40,,,,10771134,/mediastore/IEEE/content/media/10770856/10771079/10771134,4
VIS,2024,Multi-User Mobile Augmented Reality for Cardiovascular Surgical Planning,10.1109/VIS55277.2024.00048,http://dx.doi.org/10.1109/VIS55277.2024.00048,201,205,C,"Collaborative planning for congenital heart diseases typically involves creating physical heart models through 3D printing, which are then examined by both surgeons and cardiologists. Recent developments in mobile augmented reality (AR) technologies have presented a viable alternative, known for their ease of use and portability. However, there is still a lack of research examining the utilization of multi-user mobile AR environments to support collaborative planning for cardiovascular surgeries. We created ARCOLLAB, an iOS AR app designed for enabling multiple surgeons and cardiologists to interact with a patient’s 3D heart model in a shared environment. ARCOLLAB enables surgeons and cardiologists to import heart models, manipulate them through gestures and collaborate with other users, eliminating the need for fabricating physical heart models. Our evaluation of ARCOL-LAB’s usability and usefulness in enhancing collaboration, conducted with three cardiothoracic surgeons and two cardiologists, marks the first human evaluation of a multi-user mobile AR tool for surgical planning. ARCOLLAB is open-source, available at https://github.com/poloclub/arcollab.",Pratham Mehta;Rahul Narayanan;Harsha Karanth;Haoyang Yang;Timothy C. Slesnick;Fawwaz Shaw;Duen Horng Chau,Pratham Mehta;Rahul Narayanan;Harsha Karanth;Haoyang Yang;Timothy C. Slesnick;Fawwaz Shaw;Duen Horng Chau,Georgia Institute of Technology;Georgia Institute of Technology;Georgia Institute of Technology;Georgia Institute of Technology;Children’s Healthcare of Atlanta;Children’s Healthcare of Atlanta;Georgia Institute of Technology,,"Augmented Reality,Mobile Collaboration,Surgical Planning",,,22,,,,10771130,/mediastore/IEEE/content/media/10770856/10771079/10771130,5
VIS,2024,Active Appearance and Spatial Variation Can Improve Visibility in Area Labels for Augmented Reality,10.1109/VIS55277.2024.00049,http://dx.doi.org/10.1109/VIS55277.2024.00049,206,210,C,"Augmented reality (AR) area labels can visualize real world regions with arbitrary boundaries and show invisible objects or features. But environment conditions such as lighting and clutter can decrease fixed or passive label visibility, and labels that have high opacity levels can occlude crucial details in the environment. We design and evaluate active AR area label visualization modes to enhance visibility across real-life environments, while still retaining environment details within the label. For this, we define a distant characteristic color from the environment in perceptual CIELAB space, then introduce spatial variations among label pixel colors based on the underlying environment variation. In a user study with 18 participants, we found that our active label visualization modes can be comparable in visibility to a fixed green baseline by Gabbard et al., and can outperform it with added spatial variation in cluttered environments, across varying levels of lighting (e.g., nighttime), and in environments with colors similar to the fixed baseline color.",Hojung Kwon;Yuanbo Li;Xiaohan Ye;Praccho Muna-McQuay;Liuren Yin;James Tompkin,Hojung Kwon;Yuanbo Li;Xiaohan Ye;Praccho Muna-McQuay;Liuren Yin;James Tompkin,Brown University;Brown University;Brown University;Brown University;Brown University & Duke University;Brown University,,"Augmented reality,active labels,environment-adaptive",,,24,,,,10771093,/mediastore/IEEE/content/media/10770856/10771079/10771093,9
VIS,2024,Dark Mode or Light Mode? Exploring the Impact of Contrast Polarity on Visualization Performance Between Age Groups,10.1109/VIS55277.2024.00050,http://dx.doi.org/10.1109/VIS55277.2024.00050,211,215,C,"This study examines the impact of positive and negative contrast polarities (i.e., light and dark modes) on the performance of younger adults and people in their late adulthood (PLA). In a crowdsourced study with 134 participants (69 below age 60, 66 aged 60 and above), we assessed their accuracy and time performing analysis tasks across three common visualization types (Bar, Line, Scatterplot) and two contrast polarities (positive and negative). We observed that, across both age groups, the polarity that led to better performance and the resulting amount of improvement varied on an individual basis, with each polarity benefiting comparable proportions of participants. However, the contrast polarity that led to better performance did not always match their preferred polarity. Additionally, we observed that the choice of contrast polarity can have an impact on time similar to that of the choice of visualization type, resulting in an average percent difference of around 36%. These findings indicate that, overall, the effects of contrast polarity on visual analysis performance do not noticeably change with age. Furthermore, they underscore the importance of making visualizations available in both contrast polarities to better-support a broad audience with differing needs. Supplementary materials for this work can be found at https://osf.io/539a4/.",Zack While;Ali Sarvghad,Zack While;Ali Sarvghad,University of Massachusetts Amherst;University of Massachusetts Amherst,,"People in late adulthood,GerontoVis,data visualization,contrast polarity",,,28,,,,10771122,/mediastore/IEEE/content/media/10770856/10771079/10771122,5
VIS,2024,Science in a Blink: Supporting Ensemble Perception in Scalar Fields,10.1109/VIS55277.2024.00051,http://dx.doi.org/10.1109/VIS55277.2024.00051,216,220,C,"Visualizations support rapid analysis of scientific datasets, allowing viewers to glean aggregate information (e.g., the mean) within split-seconds. While prior research has explored this ability in conventional charts, it is unclear if spatial visualizations used by computational scientists afford a similar ensemble perception capacity. We investigate people’s ability to estimate two summary statistics, mean and variance, from pseudocolor scalar fields. In a crowd- sourced experiment, we find that participants can reliably characterize both statistics, although variance discrimination requires a much stronger signal. Multi-hue and diverging colormaps outperformed monochromatic, luminance ramps in aiding this extraction. Analysis of qualitative responses suggests that participants often estimate the distribution of hotspots and valleys as visual proxies for data statistics. These findings suggest that people’s summary interpretation of spatial datasets is likely driven by the appearance of discrete color segments, rather than assessments of overall luminance. Implicit color segmentation in quantitative displays could thus prove more useful than previously assumed by facilitating quick, gist- level judgments about color-coded visualizations.",Victor A. Mateevitsi;Michael E. Papka;Khairi Reda,Victor A. Mateevitsi;Michael E. Papka;Khairi Reda,"Argonne National Laboratory, University of Illinois Chicago;Argonne National Laboratory, University of Illinois Chicago;Indiana University Indianapolis",,"Ensemble perception,colormaps,scalar fields",,,41,,,,10771114,/mediastore/IEEE/content/media/10770856/10771079/10771114,4
VIS,2024,Towards a Quality Approach to Hierarchical Color Maps,10.1109/VIS55277.2024.00052,http://dx.doi.org/10.1109/VIS55277.2024.00052,221,225,C,"To improve the perception of hierarchical structures in data sets, several color map generation algorithms have been proposed to take this structure into account. But the design of hierarchical color maps elicits different requirements to those of color maps for tabular data. Within this paper, we make an initial effort to put design rules from the color map literature into the context of hierarchical color maps. We investigate the impact of several design decisions and provide recommendations for various analysis scenarios. Thus, we lay the foundation for objective quality criteria to evaluate hierarchical color maps.",Tobias Mertz;Jörn Kohlhammer,Tobias Mertz;Jörn Kohlhammer,"Fraunhofer IGD;Fraunhofer IGD, TU Darmstadt",,"Guidelines,Color,Graph/Network and Tree Data",,,25,,,,10771150,/mediastore/IEEE/content/media/10770856/10771079/10771150,3
VIS,2024,Assessing Graphical Perception of Image Embedding Models using Channel Effectiveness,10.1109/VIS55277.2024.00053,http://dx.doi.org/10.1109/VIS55277.2024.00053,226,230,C,"Recent advancements in vision models have greatly improved their ability to handle complex chart understanding tasks, like chart captioning and question answering. However, it remains challenging to assess how these models process charts. Existing benchmarks only roughly evaluate model performance without evaluating the underlying mechanisms, such as how models extract image embeddings. This limits our understanding of the model’s ability to perceive fundamental graphical components. To address this, we introduce a novel evaluation framework to assess the graphical perception of image embedding models. For chart comprehension, we examine two main aspects of channel effectiveness: accuracy and discriminability of various visual channels. Channel accuracy is assessed through the linearity of embeddings, measuring how well the perceived magnitude aligns with the size of the stimulus. Discrim-inability is evaluated based on the distances between embeddings, indicating their distinctness. Our experiments with the CLIP model show that it perceives channel accuracy differently from humans and shows unique discriminability in channels like length, tilt, and curvature. We aim to develop this work into a broader benchmark for reliable visual encoders, enhancing models for precise chart comprehension and human-like perception in future applications.",Soohyun Lee;Minsuk Chang;Seokhyeon Park;Jinwook Seo,Soohyun Lee;Minsuk Chang;Seokhyeon Park;Jinwook Seo,Seoul National University;Seoul National University;Seoul National University;Seoul National University,,"Graphical perception,channel effectiveness,image embeddings,clip",,,40,,,,10771100,/mediastore/IEEE/content/media/10770856/10771079/10771100,4
VIS,2024,Connections Beyond Data: Exploring Homophily With Visualizations,10.1109/VIS55277.2024.00054,http://dx.doi.org/10.1109/VIS55277.2024.00054,231,235,C,"Homophily refers to the tendency of individuals to associate with others who are similar to them in characteristics, such as, race, ethnicity, age, gender, or interests. In this paper, we investigate if individuals exhibit racial homophily when viewing visualizations, using mass shooting data in the United States as the example topic. We conducted a crowdsourced experiment (N=450) where each participant was shown a visualization displaying the counts of mass shooting victims, highlighting the counts for one of three racial groups (White, Black, or Hispanic). Participants were assigned to view visualizations highlighting their own race or a different race to assess the influence of racial concordance on changes in affect (emotion) and attitude towards gun control. While we did not find evidence of homophily, the results showed a significant negative shift in affect across all visualization conditions. Notably, political ideology significantly impacted changes in affect, with more liberal views correlating with a more negative affect change. Our findings underscore the complexity of reactions to mass shooting visualizations and suggest that future research should consider various methodological improvements to better assess homophily effects.",Poorna Talkad Sukumar;Maurizio Porfiri;Oded Nov,Poorna Talkad Sukumar;Maurizio Porfiri;Oded Nov,New York University;New York University;New York University,,"Visualization,Journalism,Mass shootings,Race,Homophily",,,29,,,,10771089,/mediastore/IEEE/content/media/10770856/10771079/10771089,1
VIS,2024,A Literature-based Visualization Task Taxonomy for Gantt Charts,10.1109/VIS55277.2024.00055,http://dx.doi.org/10.1109/VIS55277.2024.00055,236,240,C,"Gantt charts are a widely-used idiom for visualizing temporal discrete event sequence data where dependencies exist between events. They are popular in domains such as manufacturing and computing for their intuitive layout of such data. However, these domains frequently generate data at scales which tax both the visual representation and the ability to render it at interactive speeds. To aid visualization developers who use Gantt charts in these situations, we develop a task taxonomy of low level visualization tasks supported by Gantt charts and connect them to the data queries needed to support them. Our taxonomy is derived through a literature survey of visualizations using Gantt charts over the past 30 years.",Sayef Azad Sakin;Katherine E. Isaacs,Sayef Azad Sakin;Katherine E. Isaacs,"SCI Institute and Kahlert School of Computing, The University of Utah;SCI Institute and Kahlert School of Computing, The University of Utah",,"Gantt chart,Visualization,Task taxonomy",,,42,,,,10771138,/mediastore/IEEE/content/media/10770856/10771079/10771138,2
